knee_flexion,knee_valgus,hip_flexion,trunk_inclination,ankle_dorsiflexion,landing_symmetry,risk
65.59,3.83,39.01,6.52,41.65,48.22,Low
24.14,9.02,19.69,9.66,32.65,36.06,High
15.43,12.05,22.6,12.19,14.18,35.04,High
68.35,4.45,40.67,7.59,31.09,53.65,Low
40.72,12.14,38.1,16.62,29.09,61.57,High
17.85,18.25,17.42,7.57,27.25,65.33,High
51.34,6.66,59.66,6.41,45.35,49.7,Low
16.36,13.81,21.71,6.84,31.89,35.57,High
40.92,11.96,33.34,19.76,21.4,41.3,Moderate
18.66,7.84,19.52,5.78,25.31,29.95,High
50.53,2.97,50.41,11.34,30.46,43.31,Low
47.46,5.08,48.32,7.91,41.1,60.35,Low
49.57,5.14,40.87,9.44,34.85,49.9,Low
22.68,14.49,28.41,21.93,36.51,25.21,High
53.66,12.94,42.72,11.56,24.15,40.11,Moderate
40.2,10.29,38.73,21.88,28.75,42.14,Moderate
58.12,2.86,38.45,9.94,26.56,52.13,Low
55.06,7.73,48.36,10.0,33.27,45.28,Low
19.13,9.63,16.07,24.12,48.19,24.62,High
13.26,16.82,17.16,8.62,17.67,69.37,High
11.61,19.78,27.99,21.71,24.15,72.77,High
21.45,9.4,22.75,33.47,33.79,70.65,High
59.79,11.27,48.15,9.71,29.66,55.18,Low
39.08,11.54,36.27,21.89,29.35,61.15,High
62.81,4.4,44.96,9.74,32.01,40.34,Low
18.12,19.09,16.61,14.54,38.11,61.11,High
12.15,6.3,30.92,7.03,27.65,33.27,High
19.36,20.54,16.25,29.25,49.52,35.24,High
24.79,17.89,18.17,27.67,47.95,25.62,High
64.89,4.12,34.0,4.89,30.76,50.22,Low
38.44,10.48,33.63,16.76,30.34,42.37,Moderate
45.51,6.34,42.49,21.61,23.09,52.09,Moderate
41.01,8.53,35.89,16.68,23.83,36.16,Moderate
57.27,11.24,41.99,11.17,37.66,57.84,Low
41.24,10.87,39.23,14.02,23.16,63.79,Moderate
45.31,2.67,53.21,11.39,21.81,43.95,Low
12.5,18.23,15.89,19.08,39.17,59.05,High
28.44,12.96,29.94,23.3,22.56,34.31,High
53.25,6.8,49.07,3.04,28.88,55.64,Low
61.56,13.41,48.0,12.66,25.24,50.48,Low
54.46,4.18,47.68,11.67,33.51,54.01,Low
52.3,1.79,43.67,12.58,39.8,42.77,Low
16.65,13.18,24.33,15.25,21.98,69.45,High
47.12,12.63,42.57,11.79,22.26,43.67,Moderate
26.25,13.69,16.32,15.8,29.58,68.49,High
41.09,7.96,44.78,10.27,42.15,48.0,Low
54.1,7.51,46.12,19.28,21.93,57.72,Moderate
12.3,15.53,22.21,14.24,17.58,35.87,High
26.46,15.93,12.28,15.59,10.91,34.0,High
40.41,9.21,39.59,15.19,27.48,61.64,Moderate
25.25,18.06,17.09,25.01,36.66,35.0,High
62.1,3.98,42.86,4.32,35.58,50.64,Low
56.23,3.01,41.63,11.26,24.6,44.35,Low
14.5,15.96,24.66,6.82,21.96,34.5,High
40.77,8.38,47.91,12.4,35.32,48.78,Moderate
39.96,11.42,35.68,20.55,26.04,38.26,High
43.0,2.21,48.21,8.83,24.17,55.89,Low
15.53,11.5,12.51,18.57,27.73,35.98,High
38.51,6.64,47.56,8.12,29.43,46.54,Moderate
15.62,8.63,29.31,9.46,20.66,62.23,High
67.05,9.41,51.71,9.51,27.98,41.56,Low
21.48,21.59,12.68,34.3,45.76,34.45,High
56.88,4.1,46.51,10.35,44.49,49.92,Low
21.25,21.19,17.5,31.72,17.57,71.48,High
34.12,8.29,36.92,21.93,21.71,42.88,Moderate
27.55,20.15,21.31,16.97,25.3,29.08,High
11.57,20.37,31.14,16.78,35.85,35.41,High
41.54,8.23,39.66,12.07,43.71,41.13,Low
45.15,4.84,32.85,24.16,40.77,47.07,Moderate
41.44,11.36,32.29,18.45,19.13,59.81,Moderate
68.77,5.65,52.01,11.12,35.97,55.57,Low
19.46,11.79,16.27,30.0,21.56,35.68,High
41.37,10.31,37.02,17.3,30.7,44.66,Moderate
74.86,3.73,46.67,12.91,37.41,50.53,Low
17.21,9.24,28.69,22.54,25.42,37.95,High
60.0,7.18,48.88,8.87,26.56,51.2,Low
40.1,10.2,38.07,16.65,23.95,41.72,Moderate
45.49,9.48,38.02,16.28,30.41,40.05,Moderate
41.65,8.72,33.43,17.27,23.93,42.3,Moderate
55.78,4.32,34.82,15.76,35.79,63.81,Low
20.42,13.34,30.01,33.56,46.22,65.42,High
55.46,3.26,41.58,7.24,29.13,64.52,Moderate
20.48,11.68,22.04,24.74,47.32,65.15,High
11.48,13.99,21.79,12.07,45.32,31.18,High
33.05,7.79,35.89,12.21,40.2,45.83,Moderate
46.65,8.45,42.03,24.74,20.93,53.55,Moderate
38.67,3.69,44.86,13.93,31.95,54.57,Moderate
39.59,10.19,37.86,16.53,23.42,57.23,Moderate
41.08,12.43,33.17,17.14,30.77,56.12,Moderate
20.14,10.35,20.79,20.82,22.71,27.64,High
21.62,13.35,17.34,26.17,38.92,40.39,High
17.38,19.04,24.58,28.49,44.78,58.71,High
41.51,3.65,36.87,5.98,25.21,53.5,Moderate
51.2,4.5,48.83,10.79,42.58,40.0,Low
41.42,7.75,42.31,23.01,38.61,53.67,Moderate
52.83,13.91,47.69,8.84,22.67,40.78,Moderate
12.12,19.87,21.98,10.43,48.76,62.97,High
15.05,7.66,27.72,20.03,36.24,75.34,High
46.58,8.19,46.75,22.39,31.38,55.93,Moderate
18.71,19.13,22.26,20.38,11.74,58.22,High
37.61,10.52,28.05,18.2,34.8,42.38,Moderate
35.11,12.36,35.73,19.52,21.94,58.89,High
58.75,5.36,43.32,9.57,37.82,46.54,Low
59.55,6.08,44.47,8.09,44.3,53.93,Low
22.24,13.2,20.51,33.49,30.93,28.45,High
48.66,7.08,39.89,11.68,26.97,50.26,Low
16.59,15.29,21.18,22.35,47.38,63.67,High
65.64,3.76,49.01,11.63,39.97,47.52,Low
60.38,5.92,45.35,15.8,27.53,49.04,Low
44.98,7.46,36.47,20.95,40.78,48.67,Moderate
71.55,4.2,42.16,11.96,28.68,42.99,Low
15.81,16.72,16.33,34.45,27.93,26.81,High
44.78,4.78,35.84,21.19,25.34,51.51,Moderate
38.48,11.53,39.22,20.27,21.26,62.73,High
43.29,8.63,37.32,15.01,22.66,65.29,Moderate
49.48,7.04,43.14,16.0,24.05,47.09,Low
51.57,8.21,38.95,23.44,24.69,58.11,Moderate
26.7,6.76,21.59,25.75,36.78,36.41,High
43.0,5.5,50.07,4.78,25.7,60.08,Low
26.44,21.89,21.06,15.29,23.82,32.67,High
54.22,5.06,44.94,11.44,38.67,41.27,Low
43.82,4.65,33.45,18.18,44.49,51.1,Moderate
25.88,8.61,14.38,27.63,43.12,39.8,High
17.41,16.31,31.1,32.26,18.65,70.95,High
54.56,13.6,43.97,10.57,26.01,55.44,Low
58.41,5.86,45.46,7.42,41.99,65.39,Moderate
38.75,6.98,45.51,13.32,41.92,58.62,Moderate
24.3,10.55,18.22,20.91,15.86,39.59,High
63.71,4.59,41.02,12.34,26.06,40.71,Low
13.63,16.47,20.52,30.1,43.95,60.42,High
15.72,17.84,19.16,29.97,39.5,73.39,High
11.81,7.23,20.98,31.11,27.84,65.29,High
50.72,13.92,45.05,17.33,39.21,50.15,Moderate
39.88,8.69,36.23,15.49,30.22,37.89,Moderate
33.07,4.41,42.5,13.83,32.97,43.77,Moderate
57.29,0.5,38.69,14.88,50.6,50.24,Low
12.56,7.13,20.94,11.67,10.64,28.46,High
35.93,8.22,39.8,15.71,33.4,60.68,Moderate
37.93,4.44,46.36,12.42,29.27,52.67,Moderate
64.73,5.67,47.19,3.2,38.83,39.61,Low
22.22,15.74,23.28,14.73,31.23,34.46,High
43.0,4.77,39.24,11.45,31.02,55.76,Low
55.6,12.57,40.9,11.18,33.21,56.84,Moderate
58.32,3.86,54.65,6.97,42.72,59.57,Low
38.37,3.98,43.57,8.49,39.76,47.11,Moderate
12.66,16.7,24.39,5.19,47.46,72.46,High
62.76,4.39,43.58,8.26,20.0,47.73,Low
57.14,5.3,38.44,6.49,44.5,43.37,Low
67.27,1.93,42.07,2.85,29.25,54.77,Low
62.98,5.02,47.06,7.97,32.73,40.82,Low
61.51,5.33,45.97,8.0,37.37,41.48,Low
34.96,10.46,38.56,18.44,26.54,55.91,Moderate
59.21,4.42,39.76,6.87,35.19,61.6,Low
43.19,3.35,46.97,12.11,28.45,45.1,Low
55.56,9.24,47.52,19.01,42.03,49.52,Moderate
53.9,13.35,34.41,9.74,43.14,52.14,Moderate
12.52,6.02,17.98,13.24,41.45,34.91,High
54.79,12.81,36.45,13.08,24.54,49.12,Low
50.05,13.65,34.06,17.27,39.01,58.43,Moderate
13.04,11.79,23.07,23.12,26.7,39.55,High
47.2,2.9,50.06,6.18,33.75,58.25,Low
24.05,18.39,22.0,10.98,36.63,71.52,High
39.26,9.31,39.06,18.79,31.73,59.99,Moderate
51.84,7.51,34.72,16.0,35.51,57.02,Low
17.75,17.29,18.76,12.69,35.45,35.76,High
44.1,14.06,35.49,17.41,35.99,55.88,Moderate
17.99,8.98,27.24,34.46,46.45,29.94,High
33.13,6.52,42.13,14.39,24.35,41.96,Moderate
50.86,6.81,48.22,8.26,28.1,40.02,Low
56.75,5.37,43.33,4.27,36.34,57.04,Low
47.83,13.55,39.52,11.84,28.79,55.61,Moderate
54.19,6.41,45.73,19.38,43.83,55.85,Low
36.13,8.75,37.43,18.48,34.61,61.55,Moderate
40.37,4.54,34.54,22.79,36.85,55.65,Moderate
20.9,19.14,16.07,33.23,39.42,40.59,High
18.49,14.68,14.54,7.3,48.59,71.51,High
62.59,5.59,34.0,5.49,34.99,51.03,Low
52.62,3.91,47.39,12.53,29.3,39.75,Low
19.58,17.72,15.37,4.84,14.17,63.92,High
45.91,9.11,42.46,10.54,38.98,44.66,Low
23.56,9.17,21.83,23.12,37.43,38.69,High
43.61,8.69,32.28,19.69,27.04,38.04,Moderate
34.91,10.89,29.99,21.4,23.33,40.0,High
38.5,9.64,30.2,21.0,27.35,62.71,Moderate
51.27,6.46,36.47,20.96,43.75,50.65,Moderate
12.64,7.09,17.95,7.02,45.36,63.22,High
17.57,10.15,17.66,16.07,36.83,70.08,High
48.41,6.84,41.48,12.16,36.82,48.49,Low
52.5,7.89,47.78,24.45,24.8,50.22,Moderate
70.98,1.88,38.2,9.79,45.06,54.6,Low
36.81,9.2,34.65,20.04,24.44,38.76,Moderate
20.08,11.05,18.19,25.32,11.4,41.66,High
21.99,10.42,19.39,6.49,31.81,25.54,High
61.68,12.52,46.36,16.47,35.42,51.49,Moderate
55.06,3.49,44.86,6.98,36.86,55.61,Low
59.78,7.58,35.61,6.88,42.66,39.39,Low
36.8,10.76,29.89,21.81,21.14,55.42,Moderate
58.27,7.11,45.3,10.88,37.02,66.6,Moderate
14.82,6.66,25.53,10.86,21.55,37.13,High
46.81,12.1,46.01,17.15,29.19,56.52,Moderate
58.0,8.24,43.93,14.34,28.98,35.23,Moderate
15.51,7.02,24.74,12.52,35.25,35.18,High
39.89,10.88,35.92,18.99,34.43,42.71,Moderate
62.41,7.69,43.82,10.86,24.33,58.56,Low
57.86,5.63,32.58,22.94,34.84,48.86,Moderate
35.42,5.38,34.74,6.46,30.85,45.03,Moderate
49.27,13.95,45.71,15.63,26.68,55.92,Moderate
44.3,11.65,37.49,21.28,21.61,62.47,Moderate
40.34,6.15,47.16,13.76,37.6,46.83,Moderate
43.0,5.05,38.06,5.71,43.15,58.44,Low
45.87,8.45,43.49,18.08,39.48,46.95,Moderate
61.61,10.87,35.23,17.12,26.34,54.36,Moderate
19.69,10.67,25.82,30.93,15.43,73.15,High
34.23,8.18,38.74,21.84,33.47,63.94,High
40.51,5.98,47.12,6.06,42.45,50.65,Low
63.61,1.79,48.53,15.43,44.6,46.6,Low
14.34,8.12,13.71,18.37,45.88,73.76,High
52.51,7.8,48.02,10.55,31.49,59.61,Low
33.2,8.1,41.09,7.79,27.44,52.63,Moderate
20.64,14.62,26.02,14.33,10.71,58.06,High
56.65,4.39,32.69,19.09,31.5,51.79,Moderate
47.05,6.28,48.81,16.0,56.89,51.42,Low
64.51,7.87,37.85,6.95,32.84,54.95,Low
34.43,9.23,38.03,15.53,28.8,58.06,Moderate
27.26,20.62,15.12,28.75,29.0,32.07,High
62.17,4.47,53.17,12.28,34.12,46.44,Low
71.79,4.73,42.54,12.7,21.41,50.18,Low
54.61,10.84,44.95,15.88,32.97,52.66,Low
37.89,4.66,46.38,8.07,44.41,49.82,Moderate
47.29,7.76,47.19,8.69,30.24,62.18,Moderate
39.92,4.1,47.42,11.08,36.32,48.41,Moderate
40.97,10.23,35.34,20.06,29.08,59.27,Moderate
50.53,8.77,40.11,7.76,31.28,52.9,Low
46.31,5.8,35.3,10.39,29.75,45.6,Low
17.09,9.94,16.83,11.62,40.98,37.73,High
60.93,0.88,43.37,8.4,31.21,55.53,Low
24.33,17.84,31.77,29.51,31.41,65.33,High
23.33,20.02,23.66,12.63,20.72,37.72,High
43.0,6.54,44.33,11.19,39.52,58.54,Low
53.16,3.42,53.21,5.73,34.66,42.67,Low
40.59,6.18,41.94,24.89,29.92,41.22,Moderate
36.28,5.88,46.93,12.81,26.4,50.84,Moderate
60.78,5.56,48.38,6.92,32.34,53.08,Low
61.33,5.42,34.0,11.38,50.14,49.58,Low
12.2,10.03,25.34,13.83,15.64,27.24,High
45.0,7.79,47.39,10.8,28.53,33.27,Moderate
22.79,14.63,25.99,13.7,17.38,69.49,High
20.74,19.8,17.84,19.09,29.39,40.72,High
47.3,11.95,36.76,16.02,23.55,56.76,Moderate
61.15,6.72,44.71,6.37,33.5,40.74,Low
55.92,6.68,35.99,5.21,46.22,46.41,Low
20.29,9.72,31.01,8.25,8.19,35.6,High
15.39,17.08,25.49,21.01,27.5,70.72,High
22.77,10.58,30.31,12.67,39.08,75.42,High
45.04,7.5,45.16,8.51,36.51,54.21,Low
20.59,7.29,22.22,28.45,32.97,31.95,High
41.33,10.56,34.07,21.62,29.13,42.38,Moderate
47.16,5.87,45.17,7.59,42.96,45.31,Low
45.3,4.75,39.27,12.36,27.78,44.39,Low
43.82,5.07,43.71,16.29,39.5,37.3,Moderate
45.48,12.47,39.01,7.57,24.28,50.75,Moderate
58.31,4.16,37.76,5.34,37.48,56.73,Low
36.88,10.84,37.87,16.99,27.94,39.98,Moderate
55.06,8.81,39.61,7.88,29.99,61.75,Low
58.17,7.96,46.55,12.2,22.68,60.92,Low
20.72,15.64,28.41,11.89,45.19,39.36,High
47.68,7.68,34.0,6.3,43.29,60.08,Low
34.01,10.93,38.43,16.44,28.69,57.42,Moderate
38.94,8.21,40.83,5.83,36.25,55.57,Moderate
20.6,14.02,23.22,4.76,46.02,39.55,High
45.59,5.3,46.54,6.22,20.67,43.47,Low
14.94,19.85,28.46,22.92,37.18,41.09,High
40.59,10.24,30.95,20.04,26.32,56.28,Moderate
40.0,8.31,31.94,18.98,25.59,58.85,Moderate
25.52,19.14,18.39,33.2,49.09,34.65,High
57.75,6.72,51.95,7.78,23.73,47.81,Low
44.09,10.16,34.19,17.56,25.21,37.17,Moderate
16.1,20.27,31.14,31.98,31.36,38.15,High
53.9,7.05,37.53,12.2,33.97,47.9,Low
59.86,7.81,46.49,11.3,22.92,50.5,Low
74.54,3.56,42.7,9.67,25.52,55.46,Low
65.91,8.76,43.12,7.44,26.3,46.63,Low
53.65,12.44,45.88,16.81,34.65,43.61,Moderate
40.07,11.59,38.06,19.54,28.23,38.9,High
20.55,15.04,24.52,26.51,49.58,60.21,High
35.99,4.08,45.88,5.04,28.56,54.71,Moderate
21.75,21.92,19.19,25.41,34.53,59.37,High
53.78,8.59,37.56,8.94,22.15,59.83,Low
21.78,10.89,22.13,13.9,26.59,31.49,High
13.99,15.03,26.07,20.66,27.03,41.37,High
43.0,6.41,44.49,11.22,28.31,45.78,Low
18.4,20.36,13.6,9.98,21.25,37.19,High
58.31,5.29,38.39,4.34,41.57,55.13,Low
25.58,21.49,25.57,30.51,43.83,68.72,High
42.76,10.56,38.84,19.3,22.42,62.14,Moderate
44.71,10.92,49.07,7.59,38.4,59.77,Low
39.68,6.06,41.45,12.98,32.4,56.97,Moderate
19.28,15.65,16.69,5.46,43.32,72.32,High
44.29,10.19,35.32,19.66,19.58,37.48,Moderate
44.31,3.68,42.89,14.75,41.25,66.36,Moderate
66.71,6.66,50.84,7.43,26.22,50.95,Low
39.68,12.42,30.36,19.04,23.61,57.58,Moderate
61.66,3.97,50.85,11.31,34.85,40.84,Low
16.5,14.24,17.34,10.55,44.74,33.31,High
38.63,11.21,39.19,20.66,33.66,59.24,Moderate
21.21,19.29,31.28,34.18,30.14,33.49,High
20.14,13.57,29.32,32.22,24.61,65.37,High
11.88,8.31,25.22,22.57,40.51,30.56,High
67.37,5.36,47.6,10.55,31.15,49.03,Low
57.53,5.55,48.18,9.25,32.42,41.62,Low
59.96,8.56,39.63,1.53,27.38,46.34,Low
38.55,5.33,35.67,9.35,24.44,42.36,Moderate
69.88,6.74,45.3,9.46,36.51,55.19,Low
56.07,6.16,34.0,12.96,39.56,45.52,Low
53.96,7.85,42.72,19.37,24.24,49.53,Low
79.27,6.66,42.72,8.28,40.58,46.68,Low
11.7,14.3,18.74,32.17,8.37,65.91,High
41.14,8.29,34.91,15.81,23.46,50.43,Moderate
37.8,5.94,46.96,9.43,39.27,51.69,Moderate
49.27,5.48,44.86,21.12,31.64,53.21,Moderate
61.61,9.08,34.89,8.7,37.53,39.97,Low
33.77,3.44,36.83,6.71,39.5,56.97,Moderate
55.97,8.6,39.35,7.18,33.25,33.41,Moderate
55.65,6.13,36.74,9.26,28.07,59.04,Low
64.39,7.84,39.07,9.45,28.84,40.69,Low
43.0,3.0,49.74,1.0,50.55,40.41,Low
15.88,11.83,19.63,34.39,18.69,75.73,High
49.53,9.5,42.42,5.02,25.05,54.48,Low
39.48,6.42,37.99,9.64,32.09,53.39,Moderate
18.17,11.0,16.81,30.76,48.94,68.71,High
46.81,8.19,32.35,21.04,35.6,49.16,Moderate
39.67,12.33,39.65,18.14,30.31,43.03,Moderate
50.22,5.3,49.37,3.88,43.81,40.47,Low
37.92,9.76,29.51,17.47,23.84,62.42,Moderate
13.4,11.72,12.63,24.31,23.86,30.66,High
22.85,13.61,22.2,8.61,33.27,65.07,High
41.13,8.73,44.26,21.68,27.0,50.4,Moderate
55.42,11.58,37.41,13.54,42.24,43.99,Low
41.06,3.33,47.95,12.85,36.85,44.01,Moderate
34.71,9.23,36.5,20.22,18.28,39.37,Moderate
59.32,5.78,49.41,8.64,22.34,40.16,Low
20.11,17.37,19.42,27.36,9.74,34.4,High
26.98,11.86,30.04,9.53,49.11,70.51,High
21.96,10.89,18.64,19.65,12.07,41.96,High
51.97,8.02,46.02,14.4,34.32,33.42,Moderate
41.68,5.02,46.41,9.54,42.28,44.22,Moderate
36.57,10.73,36.67,18.79,26.1,43.74,Moderate
43.0,5.65,43.69,13.93,27.5,56.68,Low
23.59,8.34,25.92,31.59,46.04,36.72,High
63.51,5.56,43.16,10.28,45.42,51.13,Low
58.56,13.04,43.46,6.54,38.19,46.59,Moderate
40.73,4.74,40.48,15.26,31.53,55.03,Moderate
53.26,5.72,47.75,13.63,25.31,60.8,Low
22.57,6.7,24.1,12.3,20.66,58.64,High
13.59,13.16,16.15,11.15,23.93,30.16,High
35.63,7.0,39.12,7.47,35.16,56.32,Moderate
26.71,15.36,22.93,16.7,40.76,58.16,High
15.81,18.4,15.19,20.74,42.31,27.24,High
15.21,16.79,25.59,11.43,11.65,60.5,High
50.69,4.22,43.51,7.96,29.7,36.32,Moderate
47.23,13.15,38.44,12.88,41.3,41.36,Moderate
53.08,5.96,34.08,23.75,42.62,49.28,Moderate
43.0,6.05,38.13,8.57,44.22,56.83,Low
48.54,12.78,41.3,12.73,26.24,54.53,Moderate
67.02,7.65,49.28,14.28,28.87,53.96,Low
13.38,12.5,31.5,24.22,48.64,68.17,High
47.31,5.15,47.54,11.3,20.33,53.89,Low
43.0,6.28,44.07,7.4,33.0,43.23,Low
69.58,4.37,41.94,13.36,26.99,43.9,Low
56.39,4.43,40.55,16.22,28.45,60.6,Low
56.39,4.37,53.76,8.17,37.58,59.59,Low
62.99,4.99,45.03,9.3,40.16,53.69,Low
38.43,9.21,28.2,18.62,20.32,36.93,Moderate
41.37,3.34,38.42,9.77,25.68,54.03,Moderate
38.27,6.4,36.35,10.35,27.11,44.0,Moderate
13.42,12.62,20.77,9.6,44.83,67.59,High
55.6,6.87,48.49,15.71,36.0,55.96,Low
59.81,4.57,37.43,7.03,34.25,45.92,Low
37.48,5.78,38.51,8.8,40.04,58.52,Moderate
11.19,10.48,23.22,24.04,25.92,34.54,High
56.76,4.9,38.09,10.73,35.21,56.08,Low
52.82,3.61,40.37,10.33,43.94,53.74,Low
55.2,3.18,43.14,6.72,31.87,48.01,Low
14.61,8.46,30.59,12.56,30.52,71.02,High
45.47,11.46,33.21,17.17,20.9,60.2,Moderate
55.54,7.4,44.81,10.17,40.94,53.06,Low
49.57,7.29,35.67,9.67,38.15,45.57,Low
16.88,18.98,15.97,18.03,22.44,58.86,High
50.1,12.24,38.51,7.68,22.52,48.67,Moderate
51.55,8.18,50.39,11.3,41.7,53.66,Low
15.46,18.83,13.35,16.35,28.96,72.18,High
43.0,5.0,47.16,8.24,27.8,59.97,Low
20.18,19.7,15.84,30.88,12.88,29.02,High
26.53,8.42,24.36,12.7,14.87,63.89,High
39.66,11.37,30.9,16.64,21.93,44.0,Moderate
54.66,3.39,45.81,7.84,27.78,56.26,Low
19.32,7.46,22.45,33.43,25.0,61.38,High
18.29,8.2,20.68,19.61,9.0,75.52,High
34.08,11.7,32.14,19.57,33.6,58.55,High
21.93,9.48,16.3,26.03,14.06,30.31,High
38.08,11.24,32.92,17.03,31.01,63.95,High
41.13,4.84,34.61,5.88,37.62,47.01,Moderate
48.34,4.7,49.51,9.1,37.11,59.12,Low
56.84,14.18,49.94,9.47,33.65,55.68,Moderate
43.0,5.43,43.18,8.36,41.2,52.05,Low
49.24,4.99,46.73,23.85,23.13,40.34,Moderate
25.06,12.07,29.84,11.37,41.84,28.44,High
46.04,11.99,41.5,6.85,32.16,47.69,Moderate
52.71,6.99,41.96,7.1,29.65,40.7,Low
15.07,18.67,15.08,25.87,22.14,33.45,High
36.72,4.42,47.46,15.45,32.65,44.7,Moderate
19.22,14.38,12.13,26.98,44.49,62.34,High
16.6,18.93,25.08,29.63,15.03,60.91,High
36.75,4.21,44.7,9.27,44.0,56.62,Moderate
54.01,4.93,38.83,8.9,44.78,50.86,Low
16.03,12.22,20.55,16.66,33.38,69.66,High
39.81,11.67,35.2,18.18,27.03,38.35,High
49.26,8.86,34.88,10.38,27.24,60.51,Low
35.76,5.66,44.57,10.85,26.45,58.67,Moderate
27.94,16.43,14.09,30.67,9.93,30.51,High
15.63,20.15,16.01,8.95,37.94,36.56,High
65.81,3.88,47.95,5.68,20.16,46.73,Low
39.41,3.92,36.8,14.27,35.25,58.24,Moderate
37.86,7.51,36.51,9.0,31.98,53.98,Moderate
56.46,7.18,38.5,11.84,36.62,39.81,Low
60.85,5.37,42.1,5.74,34.91,47.44,Low
39.58,9.27,32.13,18.92,26.65,39.58,Moderate
38.91,10.83,33.65,17.63,28.77,40.96,Moderate
66.77,4.44,51.29,9.09,29.15,57.11,Low
53.45,4.56,54.02,5.63,37.01,54.25,Low
46.97,11.33,35.08,17.32,33.73,52.62,Moderate
38.58,3.53,34.15,6.55,24.95,56.53,Moderate
45.15,4.74,40.62,9.98,24.71,58.29,Low
53.94,13.1,46.12,12.9,44.42,46.35,Moderate
37.69,8.34,43.27,7.45,42.02,48.31,Moderate
39.56,3.14,44.02,15.61,22.21,45.86,Moderate
20.61,21.19,21.59,13.99,38.52,24.55,High
52.22,7.04,44.21,11.9,36.58,53.55,Low
37.24,3.26,44.73,10.94,44.11,46.43,Moderate
36.36,4.77,45.4,7.93,25.95,53.44,Moderate
47.78,7.18,45.39,7.67,42.47,66.44,Moderate
22.3,8.07,27.57,10.88,17.26,61.84,High
54.74,5.7,39.99,7.17,20.0,40.12,Low
56.16,13.1,46.86,12.05,26.18,45.19,Moderate
14.97,7.67,15.3,17.62,12.95,38.15,High
44.11,5.04,43.06,8.16,38.57,53.34,Low
13.12,7.12,19.5,21.68,39.03,63.32,High
58.65,10.86,35.6,12.75,32.62,54.09,Low
49.61,3.46,40.17,9.6,32.73,57.91,Low
25.13,21.06,23.04,23.15,16.73,72.5,High
47.35,8.99,44.66,4.06,41.75,58.22,Low
46.36,5.43,40.05,24.22,21.92,56.14,Moderate
64.6,4.75,44.67,10.35,34.54,57.12,Low
21.08,11.16,13.81,25.28,38.3,75.8,High
53.44,7.83,35.04,2.54,36.74,50.01,Low
20.29,15.65,29.02,13.35,24.89,71.0,High
26.85,8.18,15.81,33.44,22.88,34.13,High
66.33,3.93,47.62,3.53,34.36,54.35,Low
39.77,9.69,30.44,19.13,29.59,43.26,Moderate
44.21,6.41,40.77,14.73,41.46,62.71,Moderate
35.82,3.59,42.27,7.26,43.84,56.37,Moderate
54.56,4.77,50.76,6.5,43.99,60.38,Low
49.3,5.48,44.47,10.38,32.53,65.45,Moderate
35.36,8.55,32.9,17.98,31.94,38.22,Moderate
26.6,16.8,27.16,29.24,31.64,72.29,High
65.14,4.41,42.16,11.35,26.63,47.37,Low
44.05,8.81,46.77,11.57,38.43,36.25,Moderate
19.7,10.15,31.74,16.16,31.97,62.0,High
48.45,7.07,45.0,10.79,29.72,56.15,Low
48.64,4.74,46.11,11.07,33.24,42.6,Low
45.02,6.12,45.57,7.32,20.0,44.13,Low
53.41,11.32,37.04,6.92,23.91,58.04,Low
47.57,8.13,42.3,3.49,29.75,55.18,Low
13.42,7.16,28.23,28.12,30.56,62.84,High
53.64,5.24,44.01,11.88,24.9,63.46,Low
45.41,5.89,39.87,11.72,35.84,55.92,Low
54.07,7.72,32.32,22.94,30.87,41.89,Moderate
49.4,5.5,45.27,9.26,48.45,52.44,Low
23.78,21.78,21.84,14.01,12.56,30.28,High
16.7,18.05,18.19,17.83,21.59,60.66,High
51.62,13.41,44.08,9.47,40.12,59.08,Moderate
14.68,6.13,25.11,5.45,38.67,27.34,High
56.66,4.57,42.84,9.26,34.33,63.9,Moderate
40.65,11.09,37.92,18.9,26.65,44.64,Moderate
34.74,9.47,35.04,17.81,22.19,59.06,Moderate
59.86,0.5,42.92,12.38,34.24,54.26,Low
41.6,8.95,32.04,16.88,34.34,42.21,Moderate
18.62,14.81,17.39,19.97,12.48,26.31,High
41.63,8.16,35.49,16.7,29.9,42.94,Moderate
22.76,12.65,22.27,9.22,24.47,35.36,High
56.47,7.0,53.22,1.0,27.76,52.97,Low
64.97,7.62,40.49,10.57,44.62,49.42,Low
52.91,2.57,41.0,2.77,32.92,42.09,Low
59.54,11.52,39.97,8.16,31.84,48.29,Low
22.65,18.76,16.01,4.42,46.5,63.48,High
37.19,12.39,33.46,19.88,33.85,60.32,High
17.52,16.54,17.57,18.5,33.24,64.64,High
42.86,10.34,33.37,19.29,27.27,59.48,Moderate
56.98,2.41,44.39,7.2,49.7,53.39,Low
50.7,3.8,48.13,12.51,37.18,53.64,Low
44.71,7.33,41.13,11.22,28.92,49.16,Low
48.64,6.76,42.93,10.33,32.05,57.83,Low
62.15,5.18,46.36,8.51,33.29,42.91,Low
35.03,6.42,41.91,11.17,23.02,52.64,Moderate
45.89,6.99,42.65,10.2,27.52,65.47,Moderate
28.35,12.78,22.24,10.34,39.6,41.97,High
64.62,5.97,34.1,6.9,35.96,60.11,Low
56.68,9.13,33.62,22.19,35.34,42.39,Moderate
34.61,12.44,38.56,16.77,34.38,42.85,Moderate
24.45,21.65,14.52,26.11,47.14,37.5,High
